date,sentiment,n_trades,total_volume,avg_leverage,win_rate,avg_pnl
2024-12-25,Greed,208,208,3392.6270428030766,3392.6270428030766,3392.6270428030766
2024-12-26,Extreme Greed,697,697,4755.660897423242,4755.660897423242,4755.660897423242
2024-12-27,Greed,260,260,13201.857670753847,13201.857670753847,13201.857670753847
2024-12-28,Greed,161,161,4138.285644782609,4138.285644782609,4138.285644782609
2024-12-29,Greed,201,201,7062.877761626865,7062.877761626865,7062.877761626865
2024-12-30,Greed,304,304,12587.64033930592,12587.64033930592,12587.64033930592
2024-12-31,Greed,306,306,28739.599964186276,28739.599964186276,28739.599964186276
2025-01-01,Greed,96,96,8822.579264114584,8822.579264114584,8822.579264114584
2025-01-02,Greed,361,361,10094.891613861495,10094.891613861495,10094.891613861495
2025-01-03,Greed,508,508,9803.075828159448,9803.075828159448,9803.075828159448
2025-01-04,Greed,371,371,7797.149899172507,7797.149899172507,7797.149899172507
2025-01-05,Greed,239,239,7824.165539405858,7824.165539405858,7824.165539405858
2025-01-06,Extreme Greed,573,573,7217.135723097731,7217.135723097731,7217.135723097731
2025-01-07,Extreme Greed,637,637,9068.043705916796,9068.043705916796,9068.043705916796
2025-01-08,Greed,1039,1039,6518.9895779990375,6518.9895779990375,6518.9895779990375
2025-01-09,Greed,522,522,6362.8980927356315,6362.8980927356315,6362.8980927356315
2025-01-10,Neutral,819,819,31588.405895721615,31588.405895721615,31588.405895721615
2025-01-11,Greed,283,283,30131.135140431095,30131.135140431095,30131.135140431095
2025-01-12,Greed,602,602,12893.280709518272,12893.280709518272,12893.280709518272
2025-01-13,Greed,408,408,29317.207596281864,29317.207596281864,29317.207596281864
2025-01-14,Greed,275,275,21343.217767563634,21343.217767563634,21343.217767563634
2025-01-15,Greed,267,267,28411.1857780412,28411.1857780412,28411.1857780412
2025-01-16,Extreme Greed,371,371,30076.24313476011,30076.24313476011,30076.24313476011
2025-01-17,Extreme Greed,238,238,8905.736269495797,8905.736269495797,8905.736269495797
2025-01-18,Extreme Greed,651,651,9620.95311349616,9620.95311349616,9620.95311349616
2025-01-19,Extreme Greed,1567,1567,6104.771320986599,6104.771320986599,6104.771320986599
2025-01-20,Extreme Greed,1315,1315,16330.118057409887,16330.118057409887,16330.118057409887
2025-01-21,Extreme Greed,530,530,19761.02999872815,19761.02999872815,19761.02999872815
2025-01-22,Extreme Greed,832,832,8344.303495522838,8344.303495522838,8344.303495522838
2025-01-23,Extreme Greed,1218,1218,6983.956473275615,6983.956473275615,6983.956473275615
2025-01-24,Extreme Greed,874,874,5079.286193251716,5079.286193251716,5079.286193251716
2025-01-25,Extreme Greed,506,506,3985.267088405138,3985.267088405138,3985.267088405138
2025-01-26,Greed,451,451,18.065921855875832,18.065921855875832,18.065921855875832
2025-01-27,Greed,773,773,11661.276710637774,11661.276710637774,11661.276710637774
2025-01-28,Greed,498,498,6429.960821865462,6429.960821865462,6429.960821865462
2025-01-29,Greed,910,910,581.4878012956043,581.4878012956043,581.4878012956043
2025-01-30,Greed,1067,1067,8261.57404625867,8261.57404625867,8261.57404625867
2025-01-31,Extreme Greed,1016,1016,6716.441229059054,6716.441229059054,6716.441229059054
2025-02-01,Greed,634,634,4211.306208217666,4211.306208217666,4211.306208217666
2025-02-02,Greed,1319,1319,5409.088864621683,5409.088864621683,5409.088864621683
2025-02-03,Fear,2380,2380,4859.416197735714,4859.416197735714,4859.416197735714
2025-02-04,Greed,2512,2512,15703.124947818073,15703.124947818073,15703.124947818073
2025-02-05,Neutral,1297,1297,21926.164488164224,21926.164488164224,21926.164488164224
2025-02-06,Neutral,1703,1703,2869.875065266001,2869.875065266001,2869.875065266001
2025-02-07,Fear,1524,1524,23967.33330591798,23967.33330591798,23967.33330591798
2025-02-08,Fear,575,575,17096.856943027826,17096.856943027826,17096.856943027826
2025-02-09,Neutral,764,764,1661.4545370450262,1661.4545370450262,1661.4545370450262
2025-02-10,Fear,889,889,34318.415525228345,34318.415525228345,34318.415525228345
2025-02-11,Neutral,848,848,19989.86707794811,19989.86707794811,19989.86707794811
2025-02-12,Neutral,1031,1031,20122.266069995152,20122.266069995152,20122.266069995152
2025-02-13,Neutral,1370,1370,19088.377477377373,19088.377477377373,19088.377477377373
2025-02-14,Neutral,1655,1655,20052.512642015045,20052.512642015045,20052.512642015045
2025-02-15,Neutral,932,932,11469.872673227468,11469.872673227468,11469.872673227468
2025-02-16,Neutral,681,681,3744.413148171806,3744.413148171806,3744.413148171806
2025-02-17,Neutral,941,941,4732.56718405526,4732.56718405526,4732.56718405526
2025-02-18,Neutral,1676,1676,6687.4516690757755,6687.4516690757755,6687.4516690757755
2025-02-19,Fear,1361,1361,18063.043201803306,18063.043201803306,18063.043201803306
2025-02-20,Neutral,2012,2012,16106.864259217198,16106.864259217198,16106.864259217198
2025-02-21,Greed,1873,1873,15982.61099378804,15982.61099378804,15982.61099378804
2025-02-22,Neutral,686,686,16330.238533271136,16330.238533271136,16330.238533271136
2025-02-23,Neutral,520,520,6653.326019425,6653.326019425,6653.326019425
2025-02-24,Neutral,5616,5616,415.2820556340812,415.2820556340812,415.2820556340812
2025-02-25,Fear,6246,6246,1141.5425229423631,1141.5425229423631,1141.5425229423631
2025-02-26,Extreme Fear,1176,1176,1021.7923438341836,1021.7923438341836,1021.7923438341836
2025-02-27,Extreme Fear,890,890,3783.741142521348,3783.741142521348,3783.741142521348
2025-02-28,Extreme Fear,1019,1019,2374.567007783121,2374.567007783121,2374.567007783121
2025-03-01,Extreme Fear,174,174,3119.315583793103,3119.315583793103,3119.315583793103
2025-03-02,Fear,532,532,9371.077831221804,9371.077831221804,9371.077831221804
2025-03-03,Fear,1482,1482,3500.2799614203777,3500.2799614203777,3500.2799614203777
2025-03-04,Extreme Fear,2402,2402,2545.786879941715,2545.786879941715,2545.786879941715
2025-03-05,Extreme Fear,1660,1660,3657.355850823494,3657.355850823494,3657.355850823494
2025-03-06,Fear,760,760,5795.717284914474,5795.717284914474,5795.717284914474
2025-03-07,Fear,2552,2552,4468.829034675548,4468.829034675548,4468.829034675548
2025-03-08,Fear,529,529,3131.854198517958,3131.854198517958,3131.854198517958
2025-03-09,Fear,1422,1422,806.5426083241913,806.5426083241913,806.5426083241913
2025-03-10,Extreme Fear,2911,2911,2998.767983825833,2998.767983825833,2998.767983825833
2025-03-11,Extreme Fear,3286,3286,2341.3900885374314,2341.3900885374314,2341.3900885374314
2025-03-12,Fear,3968,3968,4000.6491172159776,4000.6491172159776,4000.6491172159776
2025-03-13,Neutral,962,962,5443.617843656964,5443.617843656964,5443.617843656964
2025-03-14,Fear,2210,2210,4004.7944216610863,4004.7944216610863,4004.7944216610863
2025-03-15,Neutral,261,261,23597.128657252873,23597.128657252873,23597.128657252873
2025-03-16,Fear,530,530,50519.7275055283,50519.7275055283,50519.7275055283
2025-03-17,Fear,920,920,9535.147864272825,9535.147864272825,9535.147864272825
2025-03-18,Fear,834,834,11904.990233124701,11904.990233124701,11904.990233124701
2025-03-19,Fear,1612,1612,15006.281201493797,15006.281201493797,15006.281201493797
2025-03-20,Neutral,771,771,2358.06017454345,2358.06017454345,2358.06017454345
2025-03-21,Fear,698,698,4097.717261760745,4097.717261760745,4097.717261760745
2025-03-22,Fear,535,535,3803.037827611215,3803.037827611215,3803.037827611215
2025-03-23,Fear,447,447,5709.453012297539,5709.453012297539,5709.453012297539
2025-03-24,Neutral,1027,1027,3414.229185942551,3414.229185942551,3414.229185942551
2025-03-25,Neutral,791,791,11769.79868919722,11769.79868919722,11769.79868919722
2025-03-26,Neutral,3102,3102,1063.4996657601548,1063.4996657601548,1063.4996657601548
2025-03-27,Fear,785,785,9118.37818057707,9118.37818057707,9118.37818057707
2025-03-28,Fear,728,728,7612.338172063187,7612.338172063187,7612.338172063187
2025-03-29,Fear,1894,1894,2414.803543719641,2414.803543719641,2414.803543719641
2025-03-30,Fear,568,568,7603.879054272887,7603.879054272887,7603.879054272887
2025-03-31,Fear,495,495,8426.110126818183,8426.110126818183,8426.110126818183
2025-04-01,Fear,192,192,11425.36599246875,11425.36599246875,11425.36599246875
2025-04-02,Fear,1076,1076,7414.856134767658,7414.856134767658,7414.856134767658
2025-04-03,Fear,1748,1748,4420.623526697368,4420.623526697368,4420.623526697368
2025-04-04,Fear,1272,1272,4732.811766900943,4732.811766900943,4732.811766900943
2025-04-05,Fear,360,360,10940.511464127778,10940.511464127778,10940.511464127778
2025-04-06,Fear,1048,1048,4081.8439489007637,4081.8439489007637,4081.8439489007637
2025-04-07,Extreme Fear,2814,2814,10523.865138202558,10523.865138202558,10523.865138202558
2025-04-08,Extreme Fear,943,943,31685.96511792683,31685.96511792683,31685.96511792683
2025-04-09,Extreme Fear,3967,3967,13917.529131650617,13917.529131650617,13917.529131650617
2025-04-10,Fear,2127,2127,39246.50578036154,39246.50578036154,39246.50578036154
2025-04-11,Fear,1096,1096,18896.037772089418,18896.037772089418,18896.037772089418
2025-04-12,Fear,2109,2109,52901.409214082974,52901.409214082974,52901.409214082974
2025-04-13,Neutral,1321,1321,32683.551292376986,32683.551292376986,32683.551292376986
2025-04-14,Fear,890,890,32893.321598730334,32893.321598730334,32893.321598730334
2025-04-15,Fear,1131,1131,63863.56281482317,63863.56281482317,63863.56281482317
2025-04-16,Fear,1608,1608,48069.123414856964,48069.123414856964,48069.123414856964
2025-04-17,Fear,1031,1031,1747.3123040737148,1747.3123040737148,1747.3123040737148
2025-04-18,Fear,1894,1894,15666.24511019377,15666.24511019377,15666.24511019377
2025-04-19,Fear,2786,2786,16014.825865230438,16014.825865230438,16014.825865230438
2025-04-20,Fear,1982,1982,7953.09440782997,7953.09440782997,7953.09440782997
2025-04-21,Fear,1718,1718,41859.99143913446,41859.99143913446,41859.99143913446
2025-04-22,Neutral,2998,2998,15070.37095092762,15070.37095092762,15070.37095092762
2025-04-23,Greed,6159,6159,12725.948066658386,12725.948066658386,12725.948066658386
2025-04-24,Greed,2232,2232,42081.60551729973,42081.60551729973,42081.60551729973
2025-04-25,Greed,1653,1653,33876.77419571567,33876.77419571567,33876.77419571567
2025-04-26,Greed,1131,1131,24357.80254500265,24357.80254500265,24357.80254500265
2025-04-27,Greed,337,337,13133.751885486648,13133.751885486648,13133.751885486648
2025-04-28,Neutral,1379,1379,58469.14186169688,58469.14186169688,58469.14186169688
2025-04-29,Greed,2243,2243,28548.785993098085,28548.785993098085,28548.785993098085
2025-04-30,Greed,1113,1113,35649.303644469,35649.303644469,35649.303644469
2025-05-01,Neutral,1230,1230,12672.104182341463,12672.104182341463,12672.104182341463
